Case;event;time;case Spend area text
8048;25;17.12.2018-09:49:00;7
8048;24;17.12.2018-09:56:00;7
8049;0;30.11.2018-13:59:00;10
8049;1;09.01.2019-18:52:00;10
8050;28;10.04.2018-00:00:00;10
8050;0;10.04.2018-16:45:00;10
8050;1;14.05.2018-11:30:00;10
8050;2;16.05.2018-17:54:00;10
8050;3;09.08.2018-14:28:00;10
8051;0;30.01.2018-09:54:00;10
8051;2;06.02.2018-14:20:00;10
8051;1;09.02.2018-12:31:00;10
8051;9;09.02.2018-15:58:00;10
8051;3;24.05.2018-13:35:00;10
8052;0;28.02.2018-10:00:00;10
8052;1;08.03.2018-15:13:00;10
8052;2;10.03.2018-06:45:00;10
8052;3;05.07.2018-14:10:00;10
8053;0;15.03.2018-09:33:00;9
8053;2;18.07.2018-17:47:00;9
8053;3;06.09.2018-14:07:00;9
8054;0;28.05.2018-09:43:00;11
8054;1;14.06.2018-10:28:00;11
8054;2;19.07.2018-10:02:00;11
8054;3;30.08.2018-15:39:00;11
8055;28;04.09.2018-00:00:00;9
8055;0;04.09.2018-16:12:00;9
8055;2;17.10.2018-16:28:00;9
8056;0;09.05.2018-13:41:00;10
8056;1;11.06.2018-15:12:00;10
8056;2;19.06.2018-12:22:00;10
8056;3;26.07.2018-18:06:00;10
8057;0;13.03.2018-09:09:00;7
8057;1;16.03.2018-08:25:00;7
8057;2;22.03.2018-17:54:00;7
8057;3;05.04.2018-15:50:00;7
8058;0;14.05.2018-12:39:00;6
8058;14;23.05.2018-09:28:00;6
8058;1;03.07.2018-14:37:00;6
8058;2;07.08.2018-09:54:00;6
8058;3;09.08.2018-14:28:00;6
8059;0;01.02.2018-10:47:00;9
8059;1;01.02.2018-23:22:00;9
8059;2;26.07.2018-12:48:00;9
8059;3;27.07.2018-16:57:00;9
8060;28;18.09.2018-00:00:00;10
8060;0;18.09.2018-14:53:00;10
8060;2;29.10.2018-14:19:00;10
8060;9;08.11.2018-10:56:00;10
8060;3;10.01.2019-15:43:00;10
8061;0;09.01.2018-10:46:00;10
8061;21;09.01.2018-11:28:00;10
8061;1;11.01.2018-10:58:00;10
8061;2;15.01.2018-14:56:00;10
8061;3;08.03.2018-13:22:00;10
8062;0;02.02.2018-08:23:00;9
8062;1;07.02.2018-17:34:00;9
8062;2;20.03.2018-16:09:00;9
8062;3;05.04.2018-15:49:00;9
8063;0;09.04.2018-15:10:00;10
8063;1;26.04.2018-12:52:00;10
8063;2;27.04.2018-12:29:00;10
8063;3;17.05.2018-14:51:00;10
8064;0;16.08.2018-09:20:00;13
8064;21;21.08.2018-16:18:00;13
8064;2;27.09.2018-14:43:00;13
8064;9;01.11.2018-17:14:00;13
8064;3;08.11.2018-16:44:00;13
8065;28;08.10.2018-00:00:00;13
8065;0;09.10.2018-09:55:00;13
8065;1;12.10.2018-07:37:00;13
8065;2;24.10.2018-15:41:00;13
8066;0;22.06.2018-11:42:00;10
8066;1;13.07.2018-12:41:00;10
8067;0;02.01.2018-12:25:00;10
8067;2;11.01.2018-11:07:00;10
8067;1;11.01.2018-14:38:00;10
8067;9;11.01.2018-16:37:00;10
8067;3;01.03.2018-14:05:00;10
8068;2;26.03.2018-10:07:00;5
8068;3;31.05.2018-12:33:00;5
8069;0;31.05.2018-16:08:00;11
8069;21;31.05.2018-16:49:00;11
8069;1;07.06.2018-07:31:00;11
8069;2;21.06.2018-10:17:00;11
8069;3;30.08.2018-15:39:00;11
8070;0;25.06.2018-09:26:00;10
8070;17;10.07.2018-13:03:00;10
8070;1;11.07.2018-15:47:00;10
8070;2;23.08.2018-12:30:00;10
8070;3;08.11.2018-16:43:00;10
8071;0;03.08.2018-08:44:00;7
8071;2;13.09.2018-13:35:00;7
8071;3;04.10.2018-16:49:00;7
8072;1;01.10.2018-13:19:00;10
8072;2;02.10.2018-13:24:00;10
8072;9;29.11.2018-11:25:00;10
8072;3;29.11.2018-16:15:00;10
8073;0;20.02.2018-09:28:00;10
8073;1;20.02.2018-10:35:00;10
8073;2;21.02.2018-13:06:00;10
8073;3;15.03.2018-14:13:00;10
8074;0;22.05.2018-16:58:00;10
8074;1;25.06.2018-10:49:00;10
8074;2;27.06.2018-15:41:00;10
8074;3;16.08.2018-15:03:00;10
8075;0;31.08.2018-07:18:00;7
8075;2;26.09.2018-16:19:00;7
8075;3;26.10.2018-11:02:00;7
8076;0;29.06.2018-14:54:00;11
8076;1;24.07.2018-08:53:00;11
8076;2;31.07.2018-15:06:00;11
8076;2;31.07.2018-16:08:00;11
8076;3;28.09.2018-10:26:00;11
8076;3;28.09.2018-10:26:00;11
8077;21;21.08.2018-11:33:00;10
8077;1;23.08.2018-08:35:00;10
8077;2;30.08.2018-13:43:00;10
8077;3;29.11.2018-16:15:00;10
8078;0;25.04.2018-10:57:00;10
8078;1;15.05.2018-09:46:00;10
8078;2;29.05.2018-13:11:00;10
8078;3;09.08.2018-14:29:00;10
8079;0;13.06.2018-12:06:00;11
8079;17;01.10.2018-10:50:00;11
8079;1;09.10.2018-13:33:00;11
8079;2;26.10.2018-15:54:00;11
8079;3;10.01.2019-15:44:00;11
8080;0;08.11.2018-15:01:00;10
8080;1;16.11.2018-13:27:00;10
8080;2;11.01.2019-12:44:00;10
8080;9;14.01.2019-09:13:00;10
8081;0;11.06.2018-15:48:00;6
8081;1;04.07.2018-13:13:00;6
8081;2;09.07.2018-15:42:00;6
8081;3;04.10.2018-16:49:00;6
8082;0;07.03.2018-21:10:00;10
8082;2;20.03.2018-09:05:00;10
8082;3;24.05.2018-13:36:00;10
8083;0;27.08.2018-15:20:00;6
8083;1;31.08.2018-10:54:00;6
8083;2;25.09.2018-10:31:00;6
8083;3;16.10.2018-16:00:00;6
8084;0;05.02.2018-08:14:00;14
8084;2;21.03.2018-16:24:00;14
8084;9;22.03.2018-16:36:00;14
8084;3;26.04.2018-11:16:00;14
8085;0;23.03.2018-07:23:00;7
8085;1;28.03.2018-10:46:00;7
8085;2;03.04.2018-13:48:00;7
8085;3;26.04.2018-11:11:00;7
8086;0;16.05.2018-14:49:00;2
8086;2;18.06.2018-14:15:00;2
8086;1;10.07.2018-16:36:00;2
8086;9;10.07.2018-17:53:00;2
8086;3;12.07.2018-12:55:00;2
8087;0;18.05.2018-08:14:00;7
8087;1;23.05.2018-09:44:00;7
8087;1;30.05.2018-07:55:00;7
8087;2;20.07.2018-16:58:00;7
8087;2;30.07.2018-12:59:00;7
8087;9;13.08.2018-16:03:00;7
8087;3;16.08.2018-15:03:00;7
8087;2;16.08.2018-17:54:00;7
8087;3;23.08.2018-13:40:00;7
8087;9;12.09.2018-12:53:00;7
8087;3;14.09.2018-13:16:00;7
8088;0;10.12.2018-09:42:00;7
8089;28;19.12.2018-00:00:00;7
8089;0;19.12.2018-07:36:00;7
8089;1;20.12.2018-17:22:00;7
8089;2;21.12.2018-09:52:00;7
8089;3;10.01.2019-15:41:00;7
8090;21;06.07.2018-09:30:00;10
8090;1;11.07.2018-07:46:00;10
8090;2;11.07.2018-16:14:00;10
8090;9;27.09.2018-10:37:00;10
8090;3;28.09.2018-10:27:00;10
8091;0;26.06.2018-13:12:00;10
8091;2;10.08.2018-11:47:00;10
8091;3;28.09.2018-10:29:00;10
8092;0;10.09.2018-17:31:00;10
8092;1;19.09.2018-13:17:00;10
8092;2;19.12.2018-10:05:00;10
8092;9;21.12.2018-10:35:00;10
8092;3;03.01.2019-16:11:00;10
8093;0;22.02.2018-12:21:00;10
8093;1;02.03.2018-22:16:00;10
8093;3;26.04.2018-11:12:00;10
8094;0;23.02.2018-12:42:00;10
8094;1;08.03.2018-09:57:00;10
8094;2;17.03.2018-12:16:00;10
8094;3;09.05.2018-14:11:00;10
8095;0;11.06.2018-09:06:00;16
8095;1;02.07.2018-10:21:00;16
8096;0;13.07.2018-10:55:00;7
8096;2;10.08.2018-12:49:00;7
8096;3;04.10.2018-16:49:00;7
8097;0;04.01.2018-08:38:00;7
8097;2;11.05.2018-15:53:00;7
8097;3;26.07.2018-18:08:00;7
8098;0;01.06.2018-11:35:00;15
8098;1;23.07.2018-15:06:00;15
8098;2;07.09.2018-16:32:00;15
8098;3;26.10.2018-13:22:00;15
8099;0;14.06.2018-17:03:00;10
8099;1;31.07.2018-16:13:00;10
8100;0;08.05.2018-08:59:00;7
8100;1;11.05.2018-17:37:00;7
8100;2;18.05.2018-17:24:00;7
8100;3;31.05.2018-12:33:00;7
8101;0;13.11.2018-17:49:00;10
8102;0;02.04.2018-18:10:00;1
8102;1;03.04.2018-09:29:00;1
8103;0;20.08.2018-17:35:00;10
8103;21;20.08.2018-18:15:00;10
8103;1;29.08.2018-08:03:00;10
8103;2;03.09.2018-15:05:00;10
8103;9;27.09.2018-11:32:00;10
8103;3;01.11.2018-16:27:00;10
8104;2;06.06.2018-11:52:00;5
8104;3;09.08.2018-14:30:00;5
8105;0;28.06.2018-09:34:00;7
8105;2;09.07.2018-14:32:00;7
8105;9;11.07.2018-14:17:00;7
8105;3;26.07.2018-18:09:00;7
8105;2;24.08.2018-07:46:00;7
8105;9;30.08.2018-17:15:00;7
8105;3;06.09.2018-14:08:00;7
8106;0;28.11.2018-16:22:00;10
8106;2;12.12.2018-13:37:00;10
8107;0;14.02.2018-11:45:00;10
8107;1;26.02.2018-11:42:00;10
8107;2;13.03.2018-10:38:00;10
8107;9;15.03.2018-17:22:00;10
8107;3;26.04.2018-11:13:00;10
8108;0;11.10.2018-14:47:00;9
8108;17;16.01.2019-13:08:00;9
8108;1;16.01.2019-13:24:00;9
8108;1;16.01.2019-13:24:00;9
8108;1;16.01.2019-13:24:00;9
8109;0;21.03.2018-10:18:00;9
8109;1;27.03.2018-07:21:00;9
8109;2;04.04.2018-12:03:00;9
8109;3;09.05.2018-14:10:00;9
8110;0;30.08.2018-13:30:00;9
8111;0;18.01.2018-14:21:00;10
8111;1;31.01.2018-11:57:00;10
8111;3;24.05.2018-13:33:00;10
8112;0;15.02.2018-11:47:00;5
8113;1;22.02.2018-15:18:00;10
8113;3;24.05.2018-13:32:00;10
8114;0;23.05.2018-09:38:00;10
8114;21;23.05.2018-12:15:00;10
8114;1;24.05.2018-13:33:00;10
8114;2;25.05.2018-13:23:00;10
8114;3;26.07.2018-18:07:00;10
8115;0;24.10.2018-13:03:00;6
8115;14;24.10.2018-15:23:00;6
8115;21;31.10.2018-10:49:00;6
8115;1;06.11.2018-15:18:00;6
8116;28;30.11.2018-00:00:00;7
8116;0;30.11.2018-07:18:00;7
8116;2;03.12.2018-12:21:00;7
8116;1;03.12.2018-17:37:00;7
8116;3;07.12.2018-09:03:00;7
8117;0;08.01.2018-09:27:00;9
8117;2;11.01.2018-15:35:00;9
8117;3;25.01.2018-16:53:00;9
8118;0;06.07.2018-07:47:00;16
8118;1;12.07.2018-11:41:00;16
8118;2;03.09.2018-12:57:00;16
8118;3;28.09.2018-10:26:00;16
8119;0;05.04.2018-09:59:00;7
8119;21;05.04.2018-10:54:00;7
8119;2;21.05.2018-14:39:00;7
8119;3;07.06.2018-13:13:00;7
8120;28;23.10.2018-00:00:00;10
8120;0;23.10.2018-10:03:00;10
8120;1;06.11.2018-16:42:00;10
8120;2;13.11.2018-15:18:00;10
8121;0;06.04.2018-09:05:00;9
8121;1;12.04.2018-08:50:00;9
8121;8;12.04.2018-16:59:00;9
8121;2;09.05.2018-12:24:00;9
8121;19;28.05.2018-16:33:00;9
8121;3;07.06.2018-13:12:00;9
8121;20;16.08.2018-12:18:00;9
8121;3;16.08.2018-15:03:00;9
8121;7;17.08.2018-10:19:00;9
8121;2;17.08.2018-11:28:00;9
8121;9;18.10.2018-11:44:00;9
8121;3;18.10.2018-11:45:00;9
8121;3;26.10.2018-11:02:00;9
8122;28;09.10.2018-00:00:00;10
8122;0;09.10.2018-11:16:00;10
8122;21;16.10.2018-10:02:00;10
8122;1;22.10.2018-10:56:00;10
8122;2;30.10.2018-09:53:00;10
8123;0;03.07.2018-15:42:00;10
8123;1;11.07.2018-12:11:00;10
8123;2;12.07.2018-10:13:00;10
8123;3;28.09.2018-10:28:00;10
8124;0;20.12.2018-16:24:00;1
8124;1;08.01.2019-13:51:00;1
8125;0;25.07.2018-13:21:00;10
8125;1;23.08.2018-13:22:00;10
8125;2;25.09.2018-11:28:00;10
8125;9;13.12.2018-08:03:00;10
8125;3;13.12.2018-14:09:00;10
8126;0;30.11.2018-12:46:00;10
8126;1;30.11.2018-12:46:00;10
8126;2;17.12.2018-13:16:00;10
8126;9;31.12.2018-14:29:00;10
8127;0;17.09.2018-12:59:00;10
8127;1;03.10.2018-14:44:00;10
8127;2;09.10.2018-13:24:00;10
8128;0;05.07.2018-09:57:00;7
8128;2;08.11.2018-17:00:00;7
8128;9;28.11.2018-12:19:00;7
8128;3;29.11.2018-16:16:00;7
8128;7;05.12.2018-13:21:00;7
8128;2;04.01.2019-13:55:00;7
8129;0;06.08.2018-08:03:00;7
8129;1;08.08.2018-12:18:00;7
8129;2;20.09.2018-16:22:00;7
8129;3;26.10.2018-11:02:00;7
8130;0;18.12.2018-10:50:00;7
8130;21;20.12.2018-15:35:00;7
8131;28;26.09.2018-00:00:00;7
8131;0;26.09.2018-08:58:00;7
8131;2;28.09.2018-12:04:00;7
8131;1;28.09.2018-17:25:00;7
8131;3;18.10.2018-15:32:00;7
8132;28;09.11.2018-00:00:00;10
8132;0;09.11.2018-11:07:00;10
8132;1;21.11.2018-12:55:00;10
8132;2;22.11.2018-16:25:00;10
8132;9;21.12.2018-10:35:00;10
8132;3;10.01.2019-15:43:00;10
8133;0;14.05.2018-09:35:00;7
8133;2;15.05.2018-11:53:00;7
8133;1;15.05.2018-14:33:00;7
8133;9;15.05.2018-17:09:00;7
8133;3;26.07.2018-18:07:00;7
8134;1;22.03.2018-12:28:00;10
8134;2;05.04.2018-06:56:00;10
8134;3;28.06.2018-14:03:00;10
8135;0;11.07.2018-10:50:00;7
8135;15;11.07.2018-12:04:00;7
8136;0;23.03.2018-10:34:00;10
8136;1;04.04.2018-16:51:00;10
8136;2;06.04.2018-13:04:00;10
8136;3;26.07.2018-18:08:00;10
8137;21;03.05.2018-12:11:00;10
8137;1;09.05.2018-13:35:00;10
8137;2;10.05.2018-16:43:00;10
8137;3;30.08.2018-15:39:00;10
8138;0;19.01.2018-15:31:00;10
8138;17;01.02.2018-14:27:00;10
8138;1;02.02.2018-13:47:00;10
8138;2;19.04.2018-12:03:00;10
8138;3;26.04.2018-11:16:00;10
8139;0;15.03.2018-08:56:00;7
8139;2;26.03.2018-12:18:00;7
8139;9;27.03.2018-17:17:00;7
8139;3;24.05.2018-13:36:00;7
8140;21;12.03.2018-09:30:00;10
8140;1;19.03.2018-09:44:00;10
8140;2;21.03.2018-12:05:00;10
8140;3;24.05.2018-13:34:00;10
8141;0;21.03.2018-17:33:00;10
8141;1;29.03.2018-09:50:00;10
8141;2;10.05.2018-13:02:00;10
8141;3;28.06.2018-14:04:00;10
8142;0;10.07.2018-14:08:00;10
8142;15;12.07.2018-21:57:00;10
8142;22;17.07.2018-11:15:00;10
8142;1;17.07.2018-11:30:00;10
8142;2;07.09.2018-16:57:00;10
8142;3;04.10.2018-16:48:00;10
8143;0;22.02.2018-08:28:00;7
8143;14;23.02.2018-08:12:00;7
8143;1;27.02.2018-09:29:00;7
8143;2;28.02.2018-11:09:00;7
8143;3;05.04.2018-15:48:00;7
8144;0;19.11.2018-15:54:00;7
8145;0;25.09.2018-09:43:00;7
8145;1;28.09.2018-07:53:00;7
8145;2;02.10.2018-08:30:00;7
8145;3;26.10.2018-11:02:00;7
8146;28;16.11.2018-00:00:00;4
8146;0;16.11.2018-07:41:00;4
8146;1;19.11.2018-17:28:00;4
8146;2;13.12.2018-16:20:00;4
8146;3;10.01.2019-15:45:00;4
8147;0;13.04.2018-09:33:00;7
8147;1;18.04.2018-12:59:00;7
8147;2;11.05.2018-14:42:00;7
8147;3;28.06.2018-14:03:00;7
8148;0;19.07.2018-11:09:00;11
8148;1;03.08.2018-13:48:00;11
8148;2;06.08.2018-09:33:00;11
8148;2;10.08.2018-07:55:00;11
8148;9;10.08.2018-16:52:00;11
8148;7;14.08.2018-16:33:00;11
8148;7;17.08.2018-16:31:00;11
8148;3;23.08.2018-17:56:00;11
8148;2;24.10.2018-12:58:00;11
8148;3;26.10.2018-11:00:00;11
8149;0;23.05.2018-07:59:00;7
8149;1;25.05.2018-10:09:00;7
8149;2;17.07.2018-12:41:00;7
8149;3;19.07.2018-13:17:00;7
8150;0;06.03.2018-07:58:00;9
8150;1;09.03.2018-17:31:00;9
8150;2;17.04.2018-11:59:00;9
8150;3;09.05.2018-14:10:00;9
8151;0;14.06.2018-07:47:00;0
8151;1;18.06.2018-11:59:00;0
8151;2;19.06.2018-12:55:00;0
8151;3;05.07.2018-14:10:00;0
8152;28;21.08.2018-00:00:00;16
8152;0;14.09.2018-12:11:00;16
8152;21;14.09.2018-12:16:00;16
8152;1;01.10.2018-08:46:00;16
8152;2;01.10.2018-15:16:00;16
8152;3;29.11.2018-16:15:00;16
8153;0;13.07.2018-13:57:00;11
8153;1;07.08.2018-11:10:00;11
8153;2;19.09.2018-17:40:00;11
8153;9;29.11.2018-11:16:00;11
8153;3;29.11.2018-16:15:00;11
8154;0;22.03.2018-14:57:00;10
8154;1;29.03.2018-09:33:00;10
8154;2;30.03.2018-14:58:00;10
8154;3;17.05.2018-14:50:00;10
8155;0;19.12.2018-21:17:00;11
8156;28;13.11.2018-00:00:00;10
8156;21;14.11.2018-09:30:00;10
8156;1;27.11.2018-07:54:00;10
8156;2;03.12.2018-12:50:00;10
8156;9;03.01.2019-11:24:00;10
8157;0;12.10.2018-14:53:00;11
8157;1;07.11.2018-12:43:00;11
8158;0;12.11.2018-14:26:00;9
8158;17;29.11.2018-11:01:00;9
8158;2;11.12.2018-09:37:00;9
8158;3;10.01.2019-15:42:00;9
8159;0;28.09.2018-09:51:00;10
8159;1;12.10.2018-17:33:00;10
8160;0;22.08.2018-11:22:00;11
8160;1;30.08.2018-07:56:00;11
8160;1;06.09.2018-09:29:00;11
8160;2;21.09.2018-13:22:00;11
8160;2;27.09.2018-08:16:00;11
8160;3;08.11.2018-16:45:00;11
8160;3;07.12.2018-09:08:00;11
8161;0;09.11.2018-15:27:00;10
8161;1;22.11.2018-15:53:00;10
8162;0;15.06.2018-13:55:00;10
8162;1;16.07.2018-10:05:00;10
8162;2;25.07.2018-10:13:00;10
8162;3;30.08.2018-15:37:00;10
8163;28;11.09.2018-00:00:00;7
8163;0;11.09.2018-08:51:00;7
8163;1;13.09.2018-17:22:00;7
8163;2;26.09.2018-15:41:00;7
8163;3;26.10.2018-11:02:00;7
8164;0;19.04.2018-15:49:00;10
8164;1;07.05.2018-12:57:00;10
8164;2;05.07.2018-13:36:00;10
8164;3;19.07.2018-13:16:00;10
8165;0;19.06.2018-11:38:00;11
8165;21;19.06.2018-12:09:00;11
8165;1;28.06.2018-11:04:00;11
8165;2;10.07.2018-10:21:00;11
8165;3;30.08.2018-15:39:00;11
8166;21;22.02.2018-10:58:00;10
8166;1;26.02.2018-12:07:00;10
8166;2;08.03.2018-17:32:00;10
8166;3;29.03.2018-15:08:00;10
8167;28;05.09.2018-00:00:00;10
8167;0;05.09.2018-10:06:00;10
8167;17;12.09.2018-16:31:00;10
8167;1;12.09.2018-16:32:00;10
8167;2;19.11.2018-15:17:00;10
8168;0;30.08.2018-08:46:00;10
8168;21;30.08.2018-19:09:00;10
8168;1;13.09.2018-10:22:00;10
8168;2;02.10.2018-09:29:00;10
8168;3;26.10.2018-11:03:00;10
8169;28;05.09.2018-00:00:00;7
8169;0;05.09.2018-07:30:00;7
8169;14;05.09.2018-09:41:00;7
8169;1;10.09.2018-17:42:00;7
8169;2;08.10.2018-12:50:00;7
8169;3;08.11.2018-16:45:00;7
8170;28;29.10.2018-00:00:00;11
8170;0;29.10.2018-16:45:00;11
8170;1;19.11.2018-11:10:00;11
8170;1;19.11.2018-11:42:00;11
8170;2;22.11.2018-14:38:00;11
8170;9;06.12.2018-13:19:00;11
8171;0;04.07.2018-07:22:00;7
8171;1;06.07.2018-17:56:00;7
8171;2;09.08.2018-12:57:00;7
8171;3;06.09.2018-14:08:00;7
8172;0;20.02.2018-08:17:00;7
8172;1;22.02.2018-17:30:00;7
8172;2;28.02.2018-13:13:00;7
8172;3;15.03.2018-14:14:00;7
8173;0;30.10.2018-15:21:00;10
8173;2;24.12.2018-12:11:00;10
8174;0;21.06.2018-14:51:00;10
8174;2;03.08.2018-15:41:00;10
8174;3;30.08.2018-15:39:00;10
8175;0;19.04.2018-11:09:00;11
8175;1;21.05.2018-15:14:00;11
8175;2;14.06.2018-11:53:00;11
8175;9;29.06.2018-12:02:00;11
8175;3;26.07.2018-18:06:00;11
8176;28;03.10.2018-00:00:00;7
8176;0;03.10.2018-09:01:00;7
8176;1;05.10.2018-17:42:00;7
8176;2;22.10.2018-12:13:00;7
8176;3;26.10.2018-11:01:00;7
8177;2;24.10.2018-16:02:00;5
8177;3;26.10.2018-11:04:00;5
8178;0;07.11.2018-07:01:00;7
8178;1;09.11.2018-17:34:00;7
8178;17;12.11.2018-14:04:00;7
8178;8;12.11.2018-14:04:00;7
8178;1;12.11.2018-17:31:00;7
8179;0;21.06.2018-11:14:00;11
8179;1;03.07.2018-14:08:00;11
8179;2;20.08.2018-11:24:00;11
8179;9;22.08.2018-18:02:00;11
8179;3;06.09.2018-14:07:00;11
8180;0;19.06.2018-07:42:00;0
8180;1;21.06.2018-10:19:00;0
8180;2;28.06.2018-13:42:00;0
8180;3;12.07.2018-12:55:00;0
8181;0;02.05.2018-09:38:00;10
8181;17;15.05.2018-08:45:00;10
8181;2;21.05.2018-15:18:00;10
8181;1;23.05.2018-15:07:00;10
8181;3;06.09.2018-14:06:00;10
8182;0;01.03.2018-07:31:00;7
8182;1;06.03.2018-10:30:00;7
8182;2;22.03.2018-17:46:00;7
8182;3;26.04.2018-11:13:00;7
8183;0;24.01.2018-08:29:00;7
8183;1;29.01.2018-07:25:00;7
8183;2;01.02.2018-14:29:00;7
8183;3;15.02.2018-14:51:00;7
8184;0;19.02.2018-10:27:00;10
8184;1;28.02.2018-13:36:00;10
8184;2;23.05.2018-14:24:00;10
8184;3;24.05.2018-13:35:00;10
8185;28;10.12.2018-00:00:00;10
8185;0;10.12.2018-10:04:00;10
8185;21;10.12.2018-10:30:00;10
8185;1;11.12.2018-14:55:00;10
8185;2;18.12.2018-13:45:00;10
8186;28;04.09.2018-00:00:00;10
8186;0;05.09.2018-12:44:00;10
8186;1;14.09.2018-10:18:00;10
8186;8;14.09.2018-10:20:00;10
8186;2;18.09.2018-13:56:00;10
8186;1;20.09.2018-19:14:00;10
8186;2;26.09.2018-16:58:00;10
8187;28;16.10.2018-00:00:00;10
8187;0;16.10.2018-17:12:00;10
8187;8;15.11.2018-14:11:00;10
8188;0;28.11.2018-08:23:00;5
8189;0;04.01.2018-08:40:00;7
8189;15;04.01.2018-10:38:00;7
8190;0;19.04.2018-10:23:00;7
8190;2;06.06.2018-11:40:00;7
8190;9;08.06.2018-16:36:00;7
8190;3;28.06.2018-14:06:00;7
8191;1;05.07.2018-10:54:00;7
8191;2;03.09.2018-17:30:00;7
8191;7;03.09.2018-17:31:00;7
8191;3;03.09.2018-17:33:00;7
8191;2;03.09.2018-17:38:00;7
8191;3;28.09.2018-10:29:00;7
8192;0;08.11.2018-13:24:00;1
8192;1;09.11.2018-13:41:00;1
8192;2;15.01.2019-16:43:00;1
8193;0;01.06.2018-10:50:00;7
8193;1;04.06.2018-12:24:00;7
8193;2;27.07.2018-17:37:00;7
8193;3;30.08.2018-15:38:00;7
8194;0;30.10.2018-16:04:00;10
8194;1;13.11.2018-11:58:00;10
8194;2;27.11.2018-15:38:00;10
8195;0;18.10.2018-10:16:00;10
8195;21;18.10.2018-10:33:00;10
8195;1;22.10.2018-12:45:00;10
8195;2;25.10.2018-16:45:00;10
8195;3;10.01.2019-15:43:00;10
8196;1;25.09.2018-11:47:00;10
8196;2;09.10.2018-11:44:00;10
8197;1;25.05.2018-14:54:00;9
8197;2;13.06.2018-10:53:00;9
8197;3;30.08.2018-15:39:00;9
8198;0;20.11.2018-11:17:00;2
8198;1;20.11.2018-11:30:00;2
8198;2;12.12.2018-10:10:00;2
8198;3;10.01.2019-15:44:00;2
8199;0;23.02.2018-08:24:00;9
8199;1;05.03.2018-17:34:00;9
8199;2;19.03.2018-10:10:00;9
8199;3;05.04.2018-15:49:00;9
8200;0;22.03.2018-13:35:00;7
8200;1;27.03.2018-07:24:00;7
8200;2;04.04.2018-09:54:00;7
8200;3;26.04.2018-11:15:00;7
8201;0;27.07.2018-18:26:00;10
8201;1;10.09.2018-10:10:00;10
8201;2;25.09.2018-13:07:00;10
8202;0;12.10.2018-11:39:00;10
8202;1;12.11.2018-10:50:00;10
8203;0;22.01.2018-12:11:00;10
8203;1;22.01.2018-12:23:00;10
8203;2;23.01.2018-10:17:00;10
8203;3;29.03.2018-15:08:00;10
8204;0;15.02.2018-15:35:00;10
8204;15;21.02.2018-16:47:00;10
8205;0;20.06.2018-08:46:00;7
8205;1;21.06.2018-18:03:00;7
8205;2;26.07.2018-13:30:00;7
8205;3;30.08.2018-15:36:00;7
8206;0;04.06.2018-10:50:00;7
8206;1;06.06.2018-17:31:00;7
8206;2;23.06.2018-14:16:00;7
8206;3;26.07.2018-18:06:00;7
8207;0;07.05.2018-11:44:00;7
8207;1;17.05.2018-06:54:00;7
8207;2;13.07.2018-17:06:00;7
8207;9;01.10.2018-12:13:00;7
8207;3;04.10.2018-16:49:00;7
8208;28;05.11.2018-00:00:00;10
8208;0;05.11.2018-10:31:00;10
8208;21;05.11.2018-11:17:00;10
8208;1;13.11.2018-13:37:00;10
8208;2;21.11.2018-10:45:00;10
8208;9;03.01.2019-11:24:00;10
8209;28;02.10.2018-00:00:00;9
8209;0;02.10.2018-07:58:00;9
8209;1;05.10.2018-17:42:00;9
8209;2;13.11.2018-14:54:00;9
8209;3;07.12.2018-09:06:00;9
8210;0;03.04.2018-11:28:00;10
8210;1;18.04.2018-18:29:00;10
8210;2;08.05.2018-16:32:00;10
8210;3;09.08.2018-14:28:00;10
8211;0;22.01.2018-10:31:00;11
8211;1;16.02.2018-11:08:00;11
8211;2;09.03.2018-18:10:00;11
8211;3;07.06.2018-13:11:00;11
8212;0;13.03.2018-19:54:00;11
8212;1;21.03.2018-09:07:00;11
8212;2;21.03.2018-14:50:00;11
8212;3;24.05.2018-13:34:00;11
8213;0;28.06.2018-12:53:00;0
8213;1;28.06.2018-12:54:00;0
8214;0;03.04.2018-14:51:00;10
8214;1;04.05.2018-09:59:00;10
8214;2;12.06.2018-11:47:00;10
8214;3;31.08.2018-13:11:00;10
8215;0;14.08.2018-08:47:00;7
8215;2;16.08.2018-10:25:00;7
8215;1;16.08.2018-17:33:00;7
8215;3;23.08.2018-13:39:00;7
8216;0;25.04.2018-13:24:00;16
8216;21;25.04.2018-13:29:00;16
8216;2;07.05.2018-17:54:00;16
8216;1;08.05.2018-11:47:00;16
8216;9;08.05.2018-16:28:00;16
8216;3;26.07.2018-18:08:00;16
8217;0;04.07.2018-07:55:00;9
8217;2;22.10.2018-16:18:00;9
8217;3;10.01.2019-15:43:00;9
8218;0;06.08.2018-09:31:00;10
8218;1;19.09.2018-11:21:00;10
8218;2;04.10.2018-08:52:00;10
8218;9;16.10.2018-18:20:00;10
8218;3;08.11.2018-16:44:00;10
8219;0;08.11.2018-15:51:00;13
8219;1;16.11.2018-08:45:00;13
8220;0;09.08.2018-07:45:00;7
8220;1;14.08.2018-10:21:00;7
8220;2;29.08.2018-14:58:00;7
8220;3;30.08.2018-15:36:00;7
8221;0;30.10.2018-09:10:00;10
8221;2;06.11.2018-14:23:00;10
